Biography,Category,Spacy_NER,Stanza_NER
"Joseph Peter Kerwin (born February 19, 1932) is an American physician and former NASA astronaut, who served as Science Pilot for the Skylab 2 mission from May 25 – June 22, 1973. He was the first physician to be selected for astronaut training. Joe Kerwin was the one who uttered the words during Apollo 13: “Farewell, Aquarius, and we thank you.” Kerwin was inducted into the United States Astronaut Hall of Fame in 1997.",Astronauts,"[('Roberto Donna', 'PERSON'), ('Italian', 'NORP'), ('Washington', 'GPE'), ('Turin', 'GPE'), ('Italy', 'GPE'), ('the age of 13', 'DATE'), ('the United States', 'GPE'), ('the age of 19', 'DATE'), ('Italian', 'NORP'), ('K Street', 'FAC'), ('Washington', 'GPE'), ('D.C.', 'GPE'), ('1984', 'DATE'), ('Donna', 'PERSON'), ('Galileo', 'PRODUCT'), ('Dupont Circle', 'LOC'), ('50', 'CARDINAL'), ('the early days', 'DATE'), ('George H. W. Bush', 'PERSON'), ('last-minute', 'TIME'), ('Donna', 'PERSON'), ('Savino Recine', 'ORG'), ('Primi Piatti', 'ORG'), ('Matti', 'ORG'), ('the end of the 1990s', 'DATE'), ('Donna', 'PERSON'), ('12', 'CARDINAL'), ('Il Radicchio', 'ORG'), ('Pesce', 'PERSON'), ('Barolo', 'PERSON'), ('1999', 'DATE'), ('Galileo', 'PRODUCT'), ('Il Laboratorio del Galileo', 'ORG'), ('25-30', 'CARDINAL'), ('Donna', 'PERSON'), ('Cooking', 'PERSON'), ('Piedmont', 'GPE'), ('1996', 'DATE'), ('Donna', 'PERSON'), ('1996', 'DATE'), ('James Beard Foundation Award', 'ORG'), ('The next year', 'DATE'), ('Galileo', 'PRODUCT'), ('one', 'CARDINAL'), ('10', 'CARDINAL'), ('Best Italian Restaurants in America', 'ORG'), ('Wine Spectator', 'ORG'), ('The Restaurant Association of Metropolitan', 'ORG'), ('Donna', 'PERSON'), ('1990', 'DATE'), ('Restaurateur of the Year', 'WORK_OF_ART'), ('1995', 'DATE'), ('Donna', 'PERSON'), ('Rome', 'GPE'), ('1996', 'DATE'), ('the Italian Government', 'ORG'), ('Italian', 'NORP'), ('Italy', 'GPE'), ('2005', 'DATE'), ('Donna', 'PERSON'), ('Iron Chef America', 'ORG'), ('Masaharu Morimoto', 'ORG'), ('Morimoto', 'PERSON'), ('2006', 'DATE'), ('2004', 'DATE'), ('Donna', 'PERSON'), ('Galileo', 'PRODUCT'), ('2006', 'DATE'), ('Bebo Trattoria', 'ORG'), ('2009', 'DATE'), ('Donna', 'PERSON'), ('2010', 'DATE'), ('Donna', 'PERSON'), ('five-year', 'DATE'), ('Donna', 'PERSON'), ('Galileo III', 'PRODUCT'), ('October 2010', 'DATE'), ('less than one year', 'DATE'), ('2012', 'DATE'), ('Donna', 'PERSON'), ('Al Dente', 'PERSON'), ('Embassy Row', 'GPE'), ('Esquire', 'ORG'), ('February 2013', 'DATE'), ('four', 'CARDINAL'), ('Roberto', 'PERSON'), ('4', 'DATE'), ('Al Dente', 'PERSON'), ('the end of 2013', 'DATE'), ('Donna', 'PERSON'), ('second', 'ORDINAL'), ('Osteria', 'GPE'), ('Mount Vernon Triangle', 'LOC'), ('Osteria', 'GPE'), ('2019', 'DATE'), ('February, 2022', 'DATE'), ('Roberto’s', 'ORG'), ('Vienna', 'GPE'), ('Virginia', 'GPE'), ('Donna', 'PERSON'), ('Donna', 'PERSON'), ('Nancy Sabbagh', 'PERSON')]","[('Roberto Donna', 'PERSON'), ('Italian', 'NORP'), ('Washington D.C.', 'GPE'), ('Donna', 'PERSON'), ('Turin , Italy', 'GPE'), ('the age of 13', 'DATE'), ('the United States', 'GPE'), ('the age of 19', 'DATE'), ('Italian', 'NORP'), ('K Street', 'FAC'), ('Washington', 'GPE'), ('D.C.', 'GPE'), ('1984', 'DATE'), ('Donna', 'PERSON'), ('Galileo', 'FAC'), ('Dupont Circle', 'GPE'), ('50', 'CARDINAL'), ('the early days', 'DATE'), ('George H. W. Bush', 'PERSON'), ('a last - minute', 'TIME'), ('Donna', 'PERSON'), ('Savino Recine', 'PERSON'), ('Primi Piatti', 'PERSON'), ('Matti', 'PERSON'), ('the end of the 1990s', 'DATE'), ('Donna', 'PERSON'), ('12', 'CARDINAL'), ('Il Radicchio , Pesce', 'ORG'), ('Barolo', 'ORG'), ('1999', 'DATE'), ('Galileo', 'PRODUCT'), ('Il Laboratorio del Galileo', 'FAC'), ('25 - 30 seats', 'QUANTITY'), ('Donna', 'PERSON'), ('Cooking', 'WORK_OF_ART'), ('Piedmont', 'GPE'), ('1996', 'DATE'), ('Donna', 'PERSON'), ('1996', 'DATE'), ('James Beard Foundation Award', 'WORK_OF_ART'), ('Best Chef : Mid - Atlantic', 'WORK_OF_ART'), ('The next year', 'DATE'), ('Galileo', 'PERSON'), ('one', 'CARDINAL'), ('the "" 10 Best Italian Restaurants in America ""', 'WORK_OF_ART'), ('Wine Spectator', 'ORG'), ('The Restaurant Association of Metropolitan Washington', 'ORG'), ('Donna', 'PERSON'), ('the "" Chef of the Year ""', 'WORK_OF_ART'), ('1990', 'DATE'), ('the "" Restaurateur of the Year ""', 'WORK_OF_ART'), ('1995', 'DATE'), ('Donna', 'PERSON'), ('Rome', 'GPE'), ('1996', 'DATE'), ('the Insegna del Ristorante Italiano', 'WORK_OF_ART'), ('the Italian Government', 'ORG'), ('Italian', 'NORP'), ('Italy', 'GPE'), ('2005', 'DATE'), ('Donna', 'PERSON'), ('Iron Chef America', 'ORG'), ('Masaharu Morimoto', 'PERSON'), ('Morimoto', 'PERSON'), ('2006', 'DATE'), ('2004', 'DATE'), ('Donna', 'PERSON'), ('Galileo', 'PERSON'), ('2006', 'DATE'), ('Bebo Trattoria', 'ORG'), ('2009', 'DATE'), ('Donna', 'PERSON'), ('Bebo', 'ORG'), ('2010', 'DATE'), ('Donna', 'PERSON'), ('five - year', 'DATE'), ('Donna', 'PERSON'), ('Galileo III', 'ORG'), ('October 2010', 'DATE'), ('less than one year', 'DATE'), ('2012', 'DATE'), ('Donna', 'PERSON'), ('Al Dente', 'ORG'), ('Embassy Row', 'WORK_OF_ART'), ('Esquire', 'ORG'), ('"" Chef of the Year', 'WORK_OF_ART'), ('February 2013', 'DATE'), ('four', 'CARDINAL'), ('Roberto', 'PERSON'), ('4', 'CARDINAL'), ('Al Dente', 'ORG'), ('the end of 2013', 'DATE'), ('Donna', 'PERSON'), ('second', 'ORDINAL'), ('Alba Osteria', 'FAC'), ('Mount Vernon Triangle', 'LOC'), ('Alba Osteria', 'ORG'), ('2019', 'DATE'), ('February , 2022', 'DATE'), ('Roberto', 'PERSON'), ('Vienna', 'GPE'), ('Virginia', 'GPE'), ('Donna', 'PERSON'), ('Donna', 'PERSON'), ('Nancy Sabbagh', 'PERSON')]"
"Joseph Richard Tanner (born January 21, 1950) is an American instructor at the University of Colorado Boulder, mechanical engineer, a former naval officer and aviator, and a former NASA astronaut. He was born in Danville, Illinois. He is unusual among astronauts as he did not have a background in flight test nor did he earn any advanced academic degrees. Typically those who did not do military flight test have an M.D. or Ph.D., if not a master's, whereas Tanner's path to becoming an astronaut followed operational military flying and then into NASA for operational jet training before being selected into the NASA Astronaut Corps in 1992, following an unsuccessful application in 1987.",Astronauts,"[('Sanjyot Keer', 'PERSON'), ('June 16, 1992', 'DATE'), ('Indian', 'NORP'), ('Mumbai', 'GPE'), ('India', 'GPE'), ('MasterChef India', 'ORG'), ('season 4', 'DATE'), ('Star Plus', 'ORG'), ('Keer', 'PERSON'), (""Forbes India's"", 'ORG'), ('Tycoons of Tomorrow 2018', 'ORG'), ('Your Food Lab', 'ORG'), ('YFL', 'ORG'), ('Facebook', 'NORP'), ('YouTube', 'ORG'), ('millions', 'CARDINAL')]","[('Sanjyot Keer', 'PERSON'), ('June 16 , 1992', 'DATE'), ('Indian', 'NORP'), ('Mumbai', 'GPE'), ('India', 'GPE'), ('MasterChef India', 'WORK_OF_ART'), ('season 4', 'DATE'), ('Star Plus', 'WORK_OF_ART'), ('Keer', 'PERSON'), (""Forbes India 's"", 'ORG'), ('Tomorrow 2018', 'DATE'), ('Your Food Lab', 'ORG'), ('YFL', 'ORG'), ('Facebook', 'ORG'), ('YouTube', 'ORG'), ('millions', 'CARDINAL')]"
"Josh Aaron Cassada (born July 18, 1973) is an American physicist, test pilot, and NASA astronaut. Prior to his selection to join NASA in 2013, Cassada served as a test pilot in the US Navy, and has over 3,500 hours in more than 40 aircraft, and 23 combat missions. In August 2018, Cassada was selected for CTS-1, the first operational mission of the Boeing CST-100 Starliner, but subsequently reassigned to SpaceX Crew-5.",Astronauts,"[('Cai Xuzhe', 'PERSON'), ('Chinese', 'NORP'), ('May 1976', 'DATE'), ('Chinese', 'NORP'), ('Shenzhou', 'GPE')]","[('Cai Xuzhe', 'PERSON'), ('Chinese', 'NORP'), ('May 1976', 'DATE'), ('Chinese', 'NORP'), (""People 's Liberation Army Astronaut Corps"", 'ORG'), ('PLAAC', 'ORG'), ('Shenzhou', 'PRODUCT')]"
"Joshua Kutryk (born March 21, 1982) is a Canadian astronaut, engineer, and pilot. He was selected by the Canadian Space Agency (CSA) one of the two members of the 2017 CSA Group alongside Jenni Sidey.",Astronauts,"[('Rex Joseph Walheim', 'PERSON'), ('October 10, 1962', 'DATE'), ('United States Air Force', 'ORG'), ('NASA', 'ORG'), ('three', 'CARDINAL'), ('Space Shuttle', 'ORG'), ('STS-122', 'ORG'), ('Walheim', 'PERSON'), ('566 hours', 'TIME'), ('36 hours and 23 minutes', 'TIME'), ('Space Shuttle', 'PERSON')]","[('Rex Joseph Walheim', 'PERSON'), ('October 10 , 1962', 'DATE'), ('United States Air Force', 'ORG'), ('NASA', 'ORG'), ('three', 'CARDINAL'), ('Space Shuttle', 'PRODUCT'), ('STS-110', 'PRODUCT'), ('STS-122', 'PRODUCT'), ('STS-135', 'PRODUCT'), ('Walheim', 'PERSON'), ('566 hours', 'TIME'), ('36 hours and 23 minutes', 'TIME'), ('STS-135', 'ORG'), ('Space Shuttle', 'ORG')]"
"José Moreno Hernández (born August 7, 1962) is an American engineer and former NASA astronaut. He is current serves as a Regent of the University of California. Hernández was assigned to the crew of Space Shuttle mission STS-128. He also served as chief of the Materials and Processes branch of Johnson Space Center. Hernández previously developed equipment for full-field digital mammography at Lawrence Livermore National Laboratory. In October 2011, Hernández, at the urging of President Barack Obama, ran for Congress as a Democrat in California's newly redrawn 10th congressional district in the U.S. House of Representatives. He won the Democratic nomination, but lost the 2012 general election to freshman incumbent Representative Jeff Denham.",Astronauts,"[('Roger E. Kanet', 'PERSON'), ('1936', 'DATE'), ('Associate', 'PRODUCT'), ('1989-1997', 'DATE'), ('University of Illinois', 'ORG'), ('Urbana-Champaign', 'ORG'), ('Dean of', 'ORG'), ('the School of International Studies', 'ORG'), ('1997-2000', 'DATE'), ('University of Miami', 'ORG')]","[('Roger E. Kanet', 'PERSON'), ('1936', 'DATE'), ('Academic Affairs', 'ORG'), ('1989 - 1997', 'DATE'), ('University of Illinois', 'ORG'), ('Urbana - Champaign', 'ORG'), ('Dean', 'PERSON'), ('the School of International Studies', 'ORG'), ('1997 - 2000', 'DATE'), ('University of Miami', 'ORG')]"
"Judith Arlene Resnik (April 5, 1949 – January 28, 1986) was an American electrical engineer, software engineer, biomedical engineer, pilot and NASA astronaut who died in the Space Shuttle Challenger disaster. She was the fourth woman, the second American woman and the first Jewish woman of any nationality to fly in space, logging 145 hours in orbit. Recognized while still a child for her intellectual brilliance, Resnik was accepted at Carnegie Institute of Technology after becoming only the sixteenth woman in the history of the United States to have attained a perfect score on the SAT exam. She graduated with a degree in electrical engineering from Carnegie Mellon before attaining a PhD in electrical engineering from the University of Maryland. Resnik worked for RCA as an engineer on Navy missile and radar projects, as a senior systems engineer for Xerox Corporation, and published research on special-purpose integrated circuitry. She was also a pilot and made research contributions to biomedical engineering as a research fellow at the National Institutes of Health. At age 28, Resnik was selected by NASA as a mission specialist. She was part of NASA Astronaut Group 8, the first group to include women. While training on the astronaut program, she developed software and operating procedures for NASA missions. Her first space flight was the STS-41-D mission in August and September 1984, the twelfth Space Shuttle flight, and the maiden voyage of Discovery, where her duties included operating its robotic arm. Her second Shuttle mission was STS-51-L in January 1986 aboard Challenger. She died when it broke up shortly after liftoff and crashed into the ocean.",Astronauts,"[('David Carl Hilmers', 'PERSON'), ('M.D.', 'GPE'), ('January 28, 1950', 'DATE'), ('NASA', 'ORG'), ('four', 'CARDINAL'), ('Clinton', 'GPE'), ('Iowa', 'GPE'), ('DeWitt', 'GPE'), ('Iowa', 'GPE'), ('two', 'CARDINAL'), ('five', 'CARDINAL'), ('second', 'ORDINAL'), ('U.S.', 'GPE'), ('Story Musgrave', 'PERSON'), ('six', 'CARDINAL')]","[('David Carl Hilmers', 'PERSON'), ('M.D.', 'PERSON'), ('January 28 , 1950', 'DATE'), ('NASA', 'ORG'), ('four', 'CARDINAL'), ('Space Shuttle', 'PRODUCT'), ('Clinton', 'GPE'), ('Iowa', 'GPE'), ('DeWitt', 'PERSON'), ('Iowa', 'GPE'), ('two', 'CARDINAL'), ('five', 'CARDINAL'), ('second', 'ORDINAL'), ('U.S.', 'GPE'), ('Story Musgrave', 'PERSON'), ('six', 'CARDINAL')]"
"Patricia Consolatrix Hilliard Robertson (March 12, 1963 – May 24, 2001) was an American physician and a NASA astronaut. She died in a plane crash the year before she would have flown to the International Space Station.",Astronauts,"[('Robert Louis Behnken', 'PERSON'), ('July 28, 1970', 'DATE'), ('St. Ann', 'GPE'), ('Missouri', 'GPE'), ('NASA', 'ORG'), ('the Astronaut Office', 'ORG'), ('the U.S. Air Force', 'ORG'), ('NASA', 'ORG'), ('2000', 'DATE'), ('Space Shuttle', 'PERSON'), ('2008', 'DATE'), ('STS-130', 'PERSON'), ('2010', 'DATE'), ('55 hours', 'TIME'), ('K. Megan McArthur', 'PERSON'), ('Behnken', 'PERSON'), ('the Astronaut Office', 'ORG'), ('2012 to 2015', 'DATE'), ('the SpaceX Dragon Capsule', 'PERSON'), ('2018', 'DATE'), ('NASA', 'ORG'), ('Commercial Crew Program, Behnken', 'ORG'), ('first', 'ORDINAL'), ('Doug Hurley', 'PERSON'), ('May 30, 2020', 'DATE'), ('one', 'CARDINAL'), ('first', 'ORDINAL'), ('two', 'CARDINAL'), ('Crew Dragon Demo-2', 'PERSON'), ('Behnken', 'GPE'), ('Hurley', 'GPE'), ('the International Space Station', 'ORG'), ('62 days', 'DATE'), ('four', 'CARDINAL'), ('NASA', 'ORG'), ('Christopher Cassidy', 'PERSON')]","[('Robert Louis Behnken', 'PERSON'), ('/ˈbɛnkən/', 'ORG'), ('July 28 , 1970', 'DATE'), ('St. Ann', 'GPE'), ('Missouri', 'GPE'), ('NASA', 'ORG'), ('the Astronaut Office', 'ORG'), ('Behnken', 'PERSON'), ('the U.S. Air Force', 'ORG'), ('NASA', 'ORG'), ('2000', 'DATE'), ('Space Shuttle missions STS-123', 'EVENT'), ('2008', 'DATE'), ('STS-130', 'EVENT'), ('2010', 'DATE'), ('708 hours', 'TIME'), ('55 hours', 'TIME'), ('K. Megan McArthur', 'PERSON'), ('the Space Shuttle', 'FAC'), ('Behnken', 'PERSON'), ('the Astronaut Office', 'ORG'), ('2012', 'DATE'), ('2015', 'DATE'), ('the SpaceX Dragon Capsule', 'PRODUCT'), ('2018', 'DATE'), ('NASA', 'ORG'), ('Commercial Crew Program', 'ORG'), ('Behnken', 'ORG'), ('first', 'ORDINAL'), ('Doug Hurley', 'PERSON'), ('May 30 , 2020', 'DATE'), ('one', 'CARDINAL'), ('first', 'ORDINAL'), ('two', 'CARDINAL'), ('Crew Dragon Demo-2', 'PRODUCT'), ('Behnken', 'GPE'), ('Hurley', 'PERSON'), ('the International Space Station', 'FAC'), ('ISS', 'ORG'), ('62 days', 'DATE'), ('Behnken', 'PERSON'), ('four', 'CARDINAL'), ('NASA', 'ORG'), ('Christopher Cassidy', 'PERSON')]"
"Patrick Pierre Roger Baudry (born March 6, 1946 in Cameroon) is a retired Lieutenant Colonel in the French Air Force and a former CNES astronaut. In 1985, he became the second French citizen in space, after Jean-Loup Chrétien, when he flew aboard NASA's Space Shuttle mission STS-51-G.",Astronauts,"[('John Oliver Creighton', 'PERSON'), ('April 28, 1943', 'DATE'), ('USN', 'ORG'), ('Ret', 'ORG'), ('NASA', 'ORG'), ('three', 'CARDINAL'), ('Space Shuttle', 'ORG')]","[('John Oliver Creighton', 'PERSON'), ('April 28 , 1943', 'DATE'), ('Capt , USN', 'ORG'), ('Ret .', 'GPE'), ('NASA', 'ORG'), ('three', 'CARDINAL'), ('Space Shuttle', 'PRODUCT')]"
"Patrick Graham Forrester (born March 31, 1957) is a NASA astronaut, engineer, and former Chief of the Astronaut Office. He is a retired United States Army colonel and Army aviator. He is married and has two children. Forrester flew on three Space Shuttle missions: STS-105, STS-117, and STS-128.",Astronauts,"[('Bjarni Valdimar Tryggvason', 'PERSON'), ('September 21, 1945', 'DATE'), ('April 5, 2022', 'DATE'), ('Canadian', 'NORP'), ('NRC', 'ORG'), ('Payload Specialist on Space Shuttle', 'ORG'), ('1997', 'DATE'), ('12-day', 'DATE'), ('Earth', 'LOC')]","[('Bjarni Valdimar Tryggvason', 'PERSON'), ('September 21 , 1945', 'DATE'), ('April 5 , 2022', 'DATE'), ('Icelandic', 'NORP'), ('Canadian', 'NORP'), ('NRC', 'ORG'), ('CSA', 'ORG'), ('Space Shuttle', 'ORG'), ('1997', 'DATE'), ('12 - day', 'DATE'), ('Earth', 'LOC')]"
"Paul Joseph Weitz (July 25, 1932 – October 22, 2017) was an American naval officer and aviator, aeronautical engineer, test pilot, and NASA astronaut, who flew into space twice. He was a member of the three-man crew who flew on Skylab 2, the first crewed Skylab mission. He was also Commander of the STS-6 mission, the maiden flight of the Space Shuttle Challenger.",Astronauts,"[('Roy Yamaguchi', 'PERSON'), ('1956', 'DATE'), ('Japanese-American', 'NORP'), ('restaurateur', 'ORG'), ('30', 'CARDINAL'), (""Roy's"", 'ORG'), ('the United States', 'GPE'), ('Guam', 'GPE'), ('Tavern', 'ORG'), ('Roy Yamaguchi', 'PERSON'), ('Eating House', 'PERSON'), ('1849', 'DATE'), ('the Hawaii Regional Cuisine', 'ORG')]","[('Roy Yamaguchi', 'PERSON'), ('1956', 'DATE'), ('Japanese - American', 'NORP'), ('30', 'CARDINAL'), (""Roy 's Restaurants"", 'ORG'), ('the United States', 'GPE'), ('Guam', 'GPE'), ('Tavern', 'FAC'), ('Roy Yamaguchi', 'PERSON'), ('Eating House', 'FAC'), ('1849', 'DATE'), ('one', 'CARDINAL'), ('Hawaii Regional Cuisine', 'ORG')]"
"Paul Scott ""Paco"" Lockhart (born April 28, 1956) is an American aerospace engineer, retired United States Air Force colonel and NASA astronaut, a veteran of two Space Shuttle missions.",Astronauts,"[('Pavel Romanovich Popovich', 'ORG'), ('Russian', 'NORP'), ('Ukrainian', 'NORP'), ('Павло Романович Попович', 'ORG'), ('Pavlo Romanovych Popovych', 'ORG'), ('5 October 1930', 'DATE'), ('29 September 2009', 'DATE'), ('Soviet', 'NORP'), ('Popovich', 'PERSON'), ('fourth', 'ORDINAL'), ('sixth', 'ORDINAL'), ('eighth', 'ORDINAL'), ('first', 'ORDINAL'), ('Ukrainian', 'NORP')]","[('Pavel Romanovich Popovich', 'PERSON'), ('Russian', 'NORP'), ('Ukrainian', 'NORP'), ('Pavlo Romanovych Popovych', 'WORK_OF_ART'), ('5 October 1930', 'DATE'), ('29 September 2009', 'DATE'), ('Soviet', 'NORP'), ('Popovich', 'PERSON'), ('fourth', 'ORDINAL'), ('sixth', 'ORDINAL'), ('eighth', 'ORDINAL'), ('first', 'ORDINAL'), ('Ukrainian', 'NORP')]"
"Paul Desmond Scully-Power, AM GOSE FRAeS (born May 28, 1944) is an Australian-American oceanographer, technology expert and business executive. In 1984, while a civilian employee of the United States Naval Undersea Warfare Center, he flew aboard NASA Space Shuttle mission STS-41-G as a Payload Specialist. He was the first Australian-born person to journey into space, and the first astronaut with a beard. During his time in space he was able to confirm the existence of spiral eddies, and observe them with the naked eye. Scully-Power went on to work in private industry. He is considered a world expert in remote sensing: visible, infra-red, radar and acoustic and is considered a security, aviation and aerospace expert. He was appointed a Member of the Order of Australia (AM) in the 2004 Australia Day Honours ""for service to science in the fields of oceanography and space remote sensing, and to the community through contributions to a range of government regulatory agencies and through raising public awareness of conservation issues.""",Astronauts,"[('Rokusaburo Michiba', 'PERSON'), ('Michiba Rokusaburō', 'ORG'), ('3 January 1931', 'DATE'), ('Japanese', 'NORP'), ('first', 'ORDINAL'), ('Japanese', 'NORP'), ('Iron Chef', 'PERSON'), ('1993', 'DATE'), ('65th', 'ORDINAL'), ('January 3, 1996', 'DATE'), ('1996', 'DATE'), ('The Legend of Michiba', 'WORK_OF_ART')]","[('Rokusaburo Michiba', 'PERSON'), ('Michiba Rokusaburō', 'PERSON'), ('3 January 1931', 'DATE'), ('Japanese', 'NORP'), ('first', 'ORDINAL'), ('Japanese', 'NORP'), ('Iron Chef', 'WORK_OF_ART'), ('1993', 'DATE'), ('65th', 'ORDINAL'), ('January 3 , 1996', 'DATE'), ('Iron Chef', 'ORG'), ('1996', 'DATE'), ('The Legend of Michiba', 'WORK_OF_ART')]"
